,Title,Event start,Event end,Category 1,Category 2,Location,coords
1375,Ride For Lily,2016-04-10,2016-04-11,Public Event - Non-ticketed,,Princes Park,"-37.7836516, 144.96190495814238"
1376,The Melbourne Gothic & VictorianPicnic,2016-04-16,2016-04-17,Public Event - Non-ticketed,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1380,Korea Week 2016,2016-04-26,2016-05-02,Public Event - Non-ticketed,,"City Square, Queensbridge Square","-37.8210403, 144.96208680288018"
1381,Melbourne University CollegeRegatta,2016-04-30,2016-05-01,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1386,Boutique Bridal Fair Fashion Show,2016-05-15,2016-05-16,Public Event - Non-ticketed,,Howey Place,"-37.815233, 144.9656488"
1387,Kirat Festival 2016,2016-05-28,2016-05-29,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1390,Carlton Harmony Day Festival,2016-06-24,2016-06-25,Public Event - Non-ticketed,,Neill Street Reserve,"-37.794941300000005, 144.970365297488"
1393,The Most Wuthering Heights DayEver,2016-07-16,2016-07-17,Public Event - Non-ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1394,Open House Melbourne,2016-07-25,2016-08-02,Public Event - Non-ticketed,,Swanston Street,"-37.7993751, 144.9642518"
1396,Melbourne Spring Fashion WeekHub,2016-08-14,2016-09-15,Public Event - Non-ticketed,,"Swanston Street, City Square","-37.7993751, 144.9642518"
1406,Footy Colours Day,2016-09-02,2016-09-03,Public Event - Non-ticketed,,Princes Park,"-37.7836516, 144.96190495814238"
1407,Eid Al Adha Prayers 2016,2016-09-12,2016-09-13,Public Event - Non-ticketed,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1410,Celebration For World Peace,2016-09-18,2016-09-19,Public Event - Non-ticketed,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1414,The Melbourne Gothic & VictorianPicnic,2016-10-08,2016-10-09,Public Event - Non-ticketed,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1417,Young Carers Festival,2016-10-15,2016-10-16,Public Event - Non-ticketed,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1423,Tour Classica/Motorclassica,2016-10-20,2016-10-21,Public Event - Non-ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1429,Cfc Community Festival,2017-02-10,2017-02-12,Public Event - Non-ticketed,,Princes Park,"-37.7836516, 144.96190495814238"
1437,Melbourne Head Regatta,2016-11-19,2016-11-20,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1439,40th Anniversary Picnic,2016-11-20,2016-11-21,Public Event - Non-ticketed,,Fawkner Park,"-37.84128915, 144.98188695954508"
1440,Head Of The Yarra,2016-11-25,2016-11-28,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1442,Royal Croquet Club 2016,2016-12-02,2016-12-29,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1449,Australian Open Festival 2017,2017-01-03,2017-02-03,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1451,Midsumma Carnival & T Dance,2017-01-11,2017-01-18,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1452,Sunset Series (com) 2017,2017-01-14,2017-01-23,Public Event - Non-ticketed,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1455,Chinese New Year Lion Dancing(CMS),2017-01-27,2017-01-30,Public Event - Non-ticketed,,Little Bourke Street,"-37.8156034, 144.9545794"
1457,Bubble Soccer World Cup,2017-02-03,2017-02-06,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1458,Mad Hatters Tea Party,2017-02-04,2017-02-05,Public Event - Non-ticketed,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1459,Sustainable Living Festival 2017,2017-02-07,2017-02-14,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1462,Yoga In The Gardens,2017-02-18,2017-02-19,Public Event - Non-ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1463,Canteen Outdoor Cinema,2017-02-18,2017-02-19,Public Event - Non-ticketed,,Royal Park,"-37.781267650000004, 144.9516677441212"
1465,Australian Henley Regatta,2017-02-25,2017-02-26,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1473,Carlton Harmony Celebration,2017-03-19,2017-03-20,Public Event - Non-ticketed,,Neill Street Reserve,"-37.794941300000005, 144.970365297488"
1475,"jinx 103', Dance Massive",2017-03-25,2017-03-27,Public Event - Non-ticketed,,Neill Street Reserve,"-37.794941300000005, 144.970365297488"
1476,Walk To The 'g,2017-03-25,2017-03-26,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1484,South Asian New Year Festival,2017-04-21,2017-04-23,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1486,Transitive Cycles,2016-06-04,2016-06-05,Public Event - Non-ticketed,Public,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1490,Ride For Lily Celebration,2017-04-08,2017-04-09,Public Event - Non-ticketed,Public,Princes Park,"-37.7836516, 144.96190495814238"
1500,Reserve Forces Day March AndParade,2015-07-05,2015-07-06,Public Event - Parade,,"Kings Domain, St Kilda Road","-37.8255684, 144.9753018434737"
1503,RMIT Graduation Parade 2015,2015-12-16,2015-12-17,Public Event - Parade,,"La Trobe Street, Swanston Street","-37.81007715, 144.9641385456694"
1507,Rmit Graduation Parade 2016,2016-12-14,2016-12-15,Public Event - Parade,,Swanston Street,"-37.7993751, 144.9642518"
1510,Tan Time Trials (old format),2014-01-04,2014-06-08,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1515,Sunset Series Race 2,2014-02-19,2014-02-20,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1516,Sunset Series Race 3,2014-03-05,2014-03-06,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1517,65km for Cystic Fibrosis 2014,2014-03-21,2014-03-23,Public Event - Run Walk,,"Princes Park , Royal Park","-37.7852227, 144.9595705"
1518,Melanoma March 2014,2014-03-23,2014-03-24,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1519,Royal Walk 2014,2014-03-30,2014-03-31,Public Event - Run Walk,,"Princes Park , Royal Park","-37.7852227, 144.9595705"
1522,Collingwood Family Fun Run &Walk,2014-05-03,2014-05-04,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1525,Walk A Mile In Their Shoes 2014,2014-05-09,2014-05-10,Public Event - Run Walk,,"City Square, Queensbridge Square","-37.8210403, 144.96208680288018"
1527,Tan Time Trials and NYE Run,2014-07-05,2015-01-01,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1528,Sri Chinmoy Princes Park RunningFestival,2014-07-20,2014-07-21,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1530,"VRR Half Marathon, 10km, 5kmFun Run Walk",2014-08-17,2014-08-18,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1531,The Tan Ultra 2014,2014-08-31,2014-09-01,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1533,Active Melbourne Corporate Cup,2014-09-04,2014-12-12,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1536,Big Red Kidney Walk,2014-09-14,2014-09-15,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1538,Tan Relays 2014,2014-09-20,2014-09-21,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1540,"Unity For Purpose, A Run-AthonFor Education",2014-09-28,2014-09-29,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1541,Le Tour De La Tan,2015-04-30,2015-05-01,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1545,Dyslexia Empowerment WeekWalk,2014-10-19,2014-10-20,Public Event - Run Walk,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1547,Fit Challenge,2014-10-25,2014-10-26,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1549,Run For Palestine 2014,2014-11-09,2014-11-10,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1552,Run For Change,2014-11-30,2014-12-01,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1553,Melbourne CBD Relay For Life,2014-12-05,2014-12-08,Public Event - Run Walk,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1554,Tan Time Trials 2015,2015-01-03,2015-07-05,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1555,Carlton Classic Marathon,2015-02-08,2015-02-09,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1556,Collingwood FC Family FunRun/Walk 2015,2015-02-14,2015-02-15,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1557,We Can Walk It Out 2015,2015-02-15,2015-02-16,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1558,Melanoma March 2015,2015-02-22,2015-02-23,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1560,March Against Melanoma 2015,2015-03-01,2015-03-02,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1561,Walk To Paradise,2015-03-01,2015-03-02,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1562,65km For Cystic Fibrosis 2015,2015-03-13,2015-03-15,Public Event - Run Walk,,"Princes Park , Royal Park","-37.7852227, 144.9595705"
1564,Private Epworth Run For Your Life FunRun,2015-03-15,2015-03-16,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1566,Royal Walk & Fun Run,2015-03-29,2015-03-30,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1567,Irabina Super Hero Fun Run,2015-03-29,2015-03-30,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1568,Active Melbourne Corporate Cup,2015-04-02,2015-07-10,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1570,Sri Chinmoy Princes Park 15km Run,2015-04-26,2015-04-27,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1571,Focus On Syria Fun Run,2015-04-26,2015-04-27,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1573,Ticked Off Walk For Lyme,2015-05-03,2015-05-04,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1576,The Kids Foundation Charity Walk,2015-05-09,2015-05-10,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1577,St Vincent's Scrubs Run,2015-05-23,2015-05-25,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1578,Private Frank Dyson Memorial Relay2015,2015-06-20,2015-06-21,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1580,Victorian Road Runners Tan TimeTrials,2015-08-01,2016-01-01,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1581,Tan Ultra Running Festival 2015,2015-08-09,2015-08-10,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1582,Victorian Road Runners HalfMarathon,2015-08-16,2015-08-17,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1585,Walk 4 William,2015-09-12,2015-09-13,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1587,Big Red Kidney Walk,2015-09-13,2015-09-14,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1588,Wedding Ceremony,2014-11-22,2014-11-23,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1589,Athletics Victoria Tan Relays 2015,2015-09-19,2015-09-20,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1590,Spirit Of Wipro Run,2015-09-20,2015-09-21,Public Event - Run Walk,,Fawkner Park,"-37.84128915, 144.98188695954508"
1592,Step Up For Down Syndrome,2015-10-11,2015-10-12,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1593,Pace The Tan & Race The Tan,2015-10-14,2015-11-26,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1594,Nab Relay For Life,2015-10-16,2015-10-19,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1597,Great Strides 2015,2015-11-08,2015-11-09,Public Event - Run Walk,,Tom's Block,"-37.82482925, 144.97158393193268"
1598,Run For Palestine 2015,2015-11-08,2015-11-09,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1601,Private St Verena Charity Mission FunRun,2015-11-14,2015-11-15,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1603,Walk To D-feet Mnd,2015-11-15,2015-11-16,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1604,Human Walking Program #3,2015-11-20,2015-11-21,Public Event - Run Walk,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1605,The Fit Challenge 2015,2015-11-21,2015-11-22,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1607,MCCCC Fun Run/walk,2015-11-22,2015-11-23,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1609,Get Tanned,2015-11-28,2015-11-29,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1610,Australian 50km Road WalkingChampionships,2015-12-13,2015-12-14,Public Event - Run Walk,,Fawkner Park,"-37.84128915, 144.98188695954508"
1611,Nike Run Club,2016-01-21,2016-02-26,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1613,Sunset Series Race 2,2016-02-17,2016-02-18,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1614,Go The Tan,2016-02-20,2016-02-21,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1615,We Can Walk It Out 2016,2016-02-28,2016-02-29,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1617,Tan Time Trial,2016-03-05,2017-02-05,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1619,Melanoma March,2016-03-06,2016-03-07,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1620,Private Mortgage Choice CharityChallenge,2016-03-11,2016-03-12,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1622,65km For Cystic Fibrosis,2016-03-18,2016-03-20,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1623,Irabina Superhero Fun Run 2016,2016-04-03,2016-04-04,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1625,St Vincent's Scrub Run 2016,2016-04-16,2016-04-18,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1630,Pace the Tan & Race the Tan,2016-05-17,2016-06-22,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1632,Princes Park Urban RunningFestival,2016-06-17,2016-06-20,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1633,Big Brothers Big Sisters Fun Run,2016-06-19,2016-06-20,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1634,Sri Chinmoy Winter RunningFestival,2016-07-17,2016-07-18,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1636,Tan Ultra,2016-08-14,2016-08-15,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1637,Vrr Princes Park Fun Run,2016-08-21,2016-08-22,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1640,Public Event - Out Of The Shadows SuicideAwareness Walk,2016-09-11,2016-09-12,Public Event - Run Walk,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1642,Xcr Tan Relays,2016-09-17,2016-09-18,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1643,Pace The Tan & Race The Tan,2016-09-20,2016-11-09,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1644,Spirit Of Wipro Run,2016-09-25,2016-09-27,Public Event - Run Walk,,Fawkner Park,"-37.84128915, 144.98188695954508"
1646,Step Up For Down Syndrome,2016-10-09,2016-10-10,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1649,Nab Relay For Life,2016-10-21,2016-10-24,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1654,Walk To D'feet Mnd,2016-11-13,2016-11-14,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1656,MCCCC Fun Run/walk,2016-11-20,2016-11-21,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1657,Sri Chinmoy Tan Team Relays,2016-11-27,2016-11-28,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1659,Australian 50km Race WalkingChampionships,2016-12-11,2016-12-12,Public Event - Run Walk,,Fawkner Park,"-37.84128915, 144.98188695954508"
1660,Vrr New Year's Eve Fun Run,2016-12-31,2017-01-01,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1661,Pride Run/walk,2017-01-22,2017-01-23,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1663,Sunset Series Race 2,2017-02-15,2017-02-16,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1664,Keep On Running,2017-02-22,2017-02-23,Public Event - Run Walk,,Fawkner Park,"-37.84128915, 144.98188695954508"
1665,We Can Walk It Out,2017-02-26,2017-02-27,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1667,Tan Time Trial,2017-03-04,2018-02-04,Public Event - Run Walk,,Kings Domain,"-37.8255684, 144.9753018434737"
1669,Arts Centre Fun Run,2017-03-09,2017-03-15,Public Event - Run Walk,,St Kilda Road,"-37.8358215, 144.9763639"
1670,Greyhound Adoption Program 21stB,2017-03-17,2017-03-18,Public Event - Run Walk,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1671,65km For Cystic Fibrosis,2017-03-17,2017-03-19,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1673,Greek National Day,2017-03-26,2017-03-27,Public Event - Run Walk,,"Tom's Block, St Kilda Road","-37.82482925, 144.97158393193268"
1674,Princes Park Running Festival,2017-03-31,2017-04-03,Public Event - Run Walk,,Princes Park,"-37.7836516, 144.96190495814238"
1676,The National (SMMB),2014-02-07,2014-02-12,Public Event - Ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1679,Melbourne Craft Beer & FoodFestival,2014-02-28,2014-03-04,Public Event - Ticketed,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1680,Telstra Ballet In The Bowl (SMMB),2014-03-06,2014-03-09,Public Event - Ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1684,Dave Matthews Band (SMMB),2014-04-15,2014-04-19,Public Event - Ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1686,Circus Oz 2014,2014-05-29,2014-07-21,Public Event - Ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1691,Corporate AFL Centre Square 2014,2014-09-03,2014-10-04,Public Event - Ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1692,Melbourne Festival 2014,2014-09-15,2014-11-15,Public Event - Ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1693,Stepup! For Down Syndrome,2014-10-12,2014-10-13,Public Event - Ticketed,,Princes Park,"-37.7836516, 144.96190495814238"
1694,Oktoberfest In The Gardens,2014-10-21,2014-10-29,Public Event - Ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1695,Night Noodle Markets 2014,2014-11-10,2014-12-04,Public Event - Ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1698,Vision Australia's Carols ByCandlelight 2014,2014-12-16,2014-12-27,Public Event - Ticketed,,"Kings Domain, St Kilda Road","-37.8255684, 144.9753018434737"
1704,Bank Of Melbourne World's Longest Lunch,2015-02-26,2015-02-28,Public Event - Ticketed,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1705,Mifgs 2015,2015-02-27,2015-05-11,Public Event - Ticketed,,Carlton Gardens,"-37.80194335, 144.9719701710172"
1706,Go The Tan 2015,2015-02-28,2015-03-01,Public Event - Ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1707,Southgate Food & Wine Fiesta(2015 Mfwf),2015-02-28,2015-03-02,Public Event - Ticketed,,Southbank Promenade,"-37.8198815, 144.9667377"
1709,Red Spice Road Laneway,2015-03-08,2015-03-09,Public Event - Ticketed,,McKillop Street,"-38.1568902, 144.3702175"
1711,Melbourne International ComedyFestival 2015,2015-03-23,2015-04-23,Public Event - Ticketed,,"Swanston Street, City Square","-37.7993751, 144.9642518"
1712,AFL Finals Centre Square,2015-09-11,2015-10-10,Public Event - Ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1713,Melbourne Festival Hub,2015-09-14,2015-11-14,Public Event - Ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1714,Oktoberfest In The Gardens,2015-10-19,2015-10-28,Public Event - Ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1717,Private Little Operations With MargaretTrail,2015-12-17,2016-03-23,Public Event - Ticketed,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1720,Government House Open Day,2016-01-25,2016-01-28,Public Event - Ticketed,,St Kilda Road,"-37.8358215, 144.9763639"
1723,MIFGS 2016,2016-02-22,2016-03-25,Public Event - Ticketed,,Carlton Gardens,"-37.80194335, 144.9719701710172"
1725,Melbourne City Metrogaine,2016-02-27,2016-02-28,Public Event - Ticketed,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1726,Salute The Sun Yoga Festival,2016-02-28,2016-02-29,Public Event - Ticketed,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1728,Soul Pose,2016-03-04,2016-03-08,Public Event - Ticketed,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1729,Red Spice Road Laneway,2016-03-13,2016-03-14,Public Event - Ticketed,,McKillop Street,"-38.1568902, 144.3702175"
1734,Circus Oz 2016,2016-05-26,2016-07-20,Public Event - Ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1739,AFL Centre Square,2016-09-08,2016-10-08,Public Event - Ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1740,Kidney Health Australia,2016-09-11,2016-09-12,Public Event - Ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1747,Afl Pre Season Match,2017-02-22,2017-03-01,Public Event - Ticketed,,North Melbourne Recreation Reserve,"-37.79914305, 144.94143031599395"
1748,Diner En Blanc 2017,2017-03-04,2017-03-06,Public Event - Ticketed,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1752,St Vincent's Scrubs Run,2017-03-25,2017-03-27,Public Event - Ticketed,,Princes Park,"-37.7836516, 144.96190495814238"
1758,Red Spice Road Laneway 2017,2017-04-09,2017-04-10,Public Event - Ticketed,,McKillop Street,"-38.1568902, 144.3702175"
1760,The Fit Challenge 2015,2015-04-18,2015-04-19,Public Event - Ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1763,Sri Chinmoy Princes Park RunningFestival,2015-07-18,2015-07-20,Public Event - Ticketed,,Princes Park,"-37.7836516, 144.96190495814238"
1764,Sri Chinmoy Tan Track 10km Run,2015-11-29,2015-11-30,Public Event - Ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1767,Ecothreads-rags To Rockstage,2016-08-27,2016-08-28,Public Event - Ticketed,,ACDC Lane,"-37.8153838, 144.9708267"
1768,Love Your Lungs Fun Run & Walk,2016-11-27,2016-11-28,Public Event - Ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1769,Superhero Fun Run,2017-04-02,,Public Event - Ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1770,Wedding Ceremony,2014-01-03,2014-01-04,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
1771,Wedding Ceremony,2014-01-04,2014-01-05,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
1772,Wedding Ceremony,2014-01-04,2014-01-05,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1773,Wedding Ceremony,2014-01-08,2014-01-09,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
1774,Wedding Ceremony,2014-01-11,2014-01-12,Wedding,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1775,Wedding Ceremony,2014-01-11,2014-01-12,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1776,Wedding Ceremony,2014-01-11,2014-01-12,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
1777,Wedding Ceremony,2014-01-11,2014-01-12,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
1778,Wedding Ceremony,2014-01-11,2014-01-12,Wedding,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1779,Wedding Ceremony,2014-01-11,2014-01-12,Wedding,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1780,Wedding Ceremony,2014-01-12,2014-01-13,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
1781,Wedding Ceremony,2014-01-17,2014-01-18,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1782,Wedding Ceremony,2014-01-18,2014-01-19,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
1784,Wedding Ceremony,2014-01-18,2014-01-19,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
1785,Wedding Ceremony,2014-01-18,2014-01-19,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1786,Wedding Ceremony,2014-01-19,2014-01-20,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1787,Wedding Ceremony,2014-01-19,2014-01-20,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1788,Wedding Ceremony,2014-01-20,2014-01-21,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
1789,Wedding Ceremony,2014-01-24,2014-01-25,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
1791,Wedding Ceremony,2014-01-25,2014-01-26,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1792,Wedding Ceremony,2014-01-26,2014-01-27,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
1793,Wedding Ceremony,2014-01-26,2014-01-27,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1794,Wedding Ceremony,2014-01-26,2014-01-27,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1795,Wedding Ceremony,2014-01-26,2014-01-27,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1796,Wedding Ceremony,2014-01-31,2014-02-01,Wedding,,Kings Domain,"-37.8255684, 144.9753018434737"
1797,Wedding Ceremony,2014-01-31,2014-02-01,Wedding,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1798,Wedding Ceremony,2014-02-01,2014-02-02,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1799,Wedding Ceremony,2014-02-01,2014-02-02,Wedding,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1800,Wedding Ceremony,2014-02-01,2014-02-02,Wedding,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
